instance,seed,cutoff,size,ref,rel_err,valid,wall_time
large9,18,60,791,790,0.0013,1,60.0557
large9,19,60,790,790,0.0000,1,60.0674
large9,20,60,790,790,0.0000,1,62.3182
large9,21,60,790,790,0.0000,1,60.0368
large9,22,60,791,790,0.0013,1,60.1264
large9,23,60,791,790,0.0013,1,60.2721
large9,24,60,791,790,0.0013,1,60.1648
large9,25,60,791,790,0.0013,1,60.0366
large9,26,60,791,790,0.0013,1,60.0700
large9,27,60,790,790,0.0000,1,60.1854
large9,28,60,791,790,0.0013,1,60.1347
large9,29,60,791,790,0.0013,1,60.3362
large9,30,60,791,790,0.0013,1,60.1073
large9,31,60,790,790,0.0000,1,60.2105
large9,32,60,790,790,0.0000,1,60.0887
large9,33,60,791,790,0.0013,1,60.1730
large9,34,60,790,790,0.0000,1,60.1647
large9,35,60,790,790,0.0000,1,60.1969
large9,36,60,790,790,0.0000,1,60.3206
large9,37,60,790,790,0.0000,1,60.0999
large9,38,60,790,790,0.0000,1,60.3164
large9,39,60,790,790,0.0000,1,60.0441
large9,40,60,790,790,0.0000,1,60.0589
large9,41,60,790,790,0.0000,1,60.1308
large9,42,60,790,790,0.0000,1,60.1219
large9,43,60,790,790,0.0000,1,60.1972
large9,44,60,791,790,0.0013,1,60.0503
large9,45,60,791,790,0.0013,1,60.1624
large9,46,60,790,790,0.0000,1,60.1026
large9,47,60,791,790,0.0013,1,60.1145
large9,48,60,790,790,0.0000,1,60.1332
large9,49,60,791,790,0.0013,1,60.1485
large9,50,60,791,790,0.0013,1,60.1961
small1,1,2,21,21,0.0000,1,2.0025
small1,2,2,21,21,0.0000,1,2.0094
small1,3,2,21,21,0.0000,1,2.0113
small1,4,2,21,21,0.0000,1,2.0023
small1,5,2,21,21,0.0000,1,2.0070
small1,6,2,21,21,0.0000,1,2.0032
small1,7,2,21,21,0.0000,1,2.0020
small1,8,2,21,21,0.0000,1,2.0031
small1,9,2,21,21,0.0000,1,2.0034
small1,10,2,21,21,0.0000,1,2.0058
small1,11,2,21,21,0.0000,1,2.0012
small1,12,2,21,21,0.0000,1,2.0041
small1,13,2,21,21,0.0000,1,2.0152
small1,14,2,21,21,0.0000,1,2.0003
small1,15,2,21,21,0.0000,1,2.0021
small1,16,2,21,21,0.0000,1,2.0098
small1,17,2,21,21,0.0000,1,2.0039
small1,18,2,21,21,0.0000,1,2.0010
small1,19,2,21,21,0.0000,1,2.0084
small1,20,2,21,21,0.0000,1,2.0097
small1,21,2,21,21,0.0000,1,2.0136
small1,22,2,21,21,0.0000,1,2.0031
small1,23,2,21,21,0.0000,1,2.0021
small1,24,2,21,21,0.0000,1,2.0032
small1,25,2,21,21,0.0000,1,2.0042
small1,26,2,21,21,0.0000,1,2.0229
small1,27,2,21,21,0.0000,1,2.0068
small1,28,2,21,21,0.0000,1,2.0067
small1,29,2,21,21,0.0000,1,2.0239
small1,30,2,21,21,0.0000,1,2.0039
small1,31,2,21,21,0.0000,1,2.0001
small1,32,2,21,21,0.0000,1,2.0075
small1,33,2,21,21,0.0000,1,2.0044
small1,34,2,21,21,0.0000,1,2.0043
small1,35,2,21,21,0.0000,1,2.0090
small1,36,2,21,21,0.0000,1,2.0036
small1,37,2,21,21,0.0000,1,2.0028
small1,38,2,21,21,0.0000,1,2.0012
small1,39,2,21,21,0.0000,1,2.0066
small1,40,2,21,21,0.0000,1,2.0178
small1,41,2,21,21,0.0000,1,2.0025
small1,42,2,21,21,0.0000,1,2.0049
small1,43,2,21,21,0.0000,1,2.0053
small1,44,2,21,21,0.0000,1,2.0030
small1,45,2,21,21,0.0000,1,2.0028
small1,46,2,21,21,0.0000,1,2.0117
small1,47,2,21,21,0.0000,1,2.0056
small1,48,2,21,21,0.0000,1,2.0048
small1,49,2,21,21,0.0000,1,2.0032
small1,50,2,21,21,0.0000,1,2.0029
small10,1,2,21,21,0.0000,1,2.0025
small10,2,2,21,21,0.0000,1,2.0006
small10,3,2,21,21,0.0000,1,2.0060
small10,4,2,21,21,0.0000,1,2.0035
small10,5,2,21,21,0.0000,1,2.0034
small10,6,2,21,21,0.0000,1,2.0038
small10,7,2,21,21,0.0000,1,2.0023
small10,8,2,21,21,0.0000,1,2.0103
small10,9,2,21,21,0.0000,1,2.0008
small10,10,2,21,21,0.0000,1,2.0026
small10,11,2,21,21,0.0000,1,2.0050
small10,12,2,21,21,0.0000,1,2.0051
small10,13,2,21,21,0.0000,1,2.0007
small10,14,2,21,21,0.0000,1,2.0122
small10,15,2,21,21,0.0000,1,2.0056
small10,16,2,21,21,0.0000,1,2.0023
small10,17,2,21,21,0.0000,1,2.0032
small10,18,2,21,21,0.0000,1,2.0011
small10,19,2,21,21,0.0000,1,2.0010
small10,20,2,21,21,0.0000,1,2.0020
small10,21,2,21,21,0.0000,1,2.0079
small10,22,2,21,21,0.0000,1,2.0040
small10,23,2,21,21,0.0000,1,2.0015
small10,24,2,21,21,0.0000,1,2.0064
small10,25,2,21,21,0.0000,1,2.0031
small10,26,2,21,21,0.0000,1,2.0046
small10,27,2,21,21,0.0000,1,2.0040
small10,28,2,21,21,0.0000,1,2.0052
small10,29,2,21,21,0.0000,1,2.0106
small10,30,2,21,21,0.0000,1,2.0094
small10,31,2,21,21,0.0000,1,2.0024
small10,32,2,21,21,0.0000,1,2.0003
small10,33,2,21,21,0.0000,1,2.0001
small10,34,2,21,21,0.0000,1,2.0041
small10,35,2,21,21,0.0000,1,2.0011
small10,36,2,21,21,0.0000,1,2.0053
small10,37,2,21,21,0.0000,1,2.0028
small10,38,2,21,21,0.0000,1,2.0005
small10,39,2,21,21,0.0000,1,2.0008
small10,40,2,21,21,0.0000,1,2.0067
small10,41,2,21,21,0.0000,1,2.0049
small10,42,2,21,21,0.0000,1,2.0036
small10,43,2,21,21,0.0000,1,2.0023
small10,44,2,21,21,0.0000,1,2.0061
small10,45,2,21,21,0.0000,1,2.0006
small10,46,2,21,21,0.0000,1,2.0030
small10,47,2,21,21,0.0000,1,2.0085
small10,48,2,21,21,0.0000,1,2.0098
small10,49,2,21,21,0.0000,1,2.0046
small10,50,2,21,21,0.0000,1,2.0007
small11,1,2,21,21,0.0000,1,2.0254
small11,2,2,21,21,0.0000,1,2.0147
small11,3,2,21,21,0.0000,1,2.0387
small11,4,2,21,21,0.0000,1,2.0288
small11,5,2,21,21,0.0000,1,2.0969
small11,6,2,21,21,0.0000,1,2.0306
small11,7,2,21,21,0.0000,1,2.0104
small11,8,2,21,21,0.0000,1,2.0604
small11,9,2,21,21,0.0000,1,2.1405
small11,10,2,21,21,0.0000,1,2.0051
small11,11,2,21,21,0.0000,1,2.0047
small11,12,2,21,21,0.0000,1,2.0177
small11,13,2,21,21,0.0000,1,2.0109
small11,14,2,21,21,0.0000,1,2.0075
small11,15,2,21,21,0.0000,1,2.0049
small11,16,2,21,21,0.0000,1,2.0048
small11,17,2,21,21,0.0000,1,2.0004
small11,18,2,21,21,0.0000,1,2.0042
small11,19,2,21,21,0.0000,1,2.0077
small11,20,2,21,21,0.0000,1,2.0026
small11,21,2,21,21,0.0000,1,2.0042
small11,22,2,21,21,0.0000,1,2.0058
small11,23,2,21,21,0.0000,1,2.0024
small11,24,2,21,21,0.0000,1,2.0034
small11,25,2,21,21,0.0000,1,2.0100
small11,26,2,21,21,0.0000,1,2.0020
small11,27,2,21,21,0.0000,1,2.0029
small11,28,2,21,21,0.0000,1,2.0087
small11,29,2,21,21,0.0000,1,2.0071
small11,30,2,21,21,0.0000,1,2.0022
small11,31,2,21,21,0.0000,1,2.0002
small11,32,2,21,21,0.0000,1,2.0050
small11,33,2,21,21,0.0000,1,2.0049
small11,34,2,21,21,0.0000,1,2.0012
small11,35,2,21,21,0.0000,1,2.0096
small11,36,2,21,21,0.0000,1,2.0156
small11,37,2,21,21,0.0000,1,2.0017
small11,38,2,21,21,0.0000,1,2.0033
small11,39,2,21,21,0.0000,1,2.0025
small11,40,2,21,21,0.0000,1,2.0005
small11,41,2,21,21,0.0000,1,2.0044
small11,42,2,21,21,0.0000,1,2.0044
small11,43,2,21,21,0.0000,1,2.0058
small11,44,2,21,21,0.0000,1,2.0057
small11,45,2,21,21,0.0000,1,2.0051
small11,46,2,21,21,0.0000,1,2.0120
small11,47,2,21,21,0.0000,1,2.0035
small11,48,2,21,21,0.0000,1,2.0059
small11,49,2,21,21,0.0000,1,2.0076
small11,50,2,21,21,0.0000,1,2.0065
small12,1,2,20,20,0.0000,1,2.0022
small12,2,2,20,20,0.0000,1,2.0039
small12,3,2,20,20,0.0000,1,2.0076
small12,4,2,20,20,0.0000,1,2.0022
small12,5,2,20,20,0.0000,1,2.0064
small12,6,2,20,20,0.0000,1,2.0020
small12,7,2,20,20,0.0000,1,2.0086
small12,8,2,20,20,0.0000,1,2.0102
small12,9,2,20,20,0.0000,1,2.0037
small12,10,2,20,20,0.0000,1,2.0002
small12,11,2,20,20,0.0000,1,2.0001
small12,12,2,20,20,0.0000,1,2.0004
small12,13,2,20,20,0.0000,1,2.0110
small12,14,2,20,20,0.0000,1,2.0133
small12,15,2,20,20,0.0000,1,2.0080
small12,16,2,20,20,0.0000,1,2.0068
small12,17,2,20,20,0.0000,1,2.0038
small12,18,2,20,20,0.0000,1,2.0027
small12,19,2,20,20,0.0000,1,2.0030
small12,20,2,20,20,0.0000,1,2.0059
small12,21,2,20,20,0.0000,1,2.0043
small12,22,2,20,20,0.0000,1,2.0032
small12,23,2,20,20,0.0000,1,2.0002
small12,24,2,20,20,0.0000,1,2.0011
small12,25,2,20,20,0.0000,1,2.0026
small12,26,2,20,20,0.0000,1,2.0054
small12,27,2,20,20,0.0000,1,2.0010
small12,28,2,20,20,0.0000,1,2.0058
small12,29,2,20,20,0.0000,1,2.0049
small12,30,2,20,20,0.0000,1,2.0048
small12,31,2,20,20,0.0000,1,2.0084
small12,32,2,20,20,0.0000,1,2.0044
small12,33,2,20,20,0.0000,1,2.0128
small12,34,2,20,20,0.0000,1,2.0080
small12,35,2,20,20,0.0000,1,2.0063
small12,36,2,20,20,0.0000,1,2.0133
small12,37,2,20,20,0.0000,1,2.0061
small12,38,2,20,20,0.0000,1,2.0047
small12,39,2,20,20,0.0000,1,2.0067
small12,40,2,20,20,0.0000,1,2.0002
small12,41,2,20,20,0.0000,1,2.0081
small12,42,2,20,20,0.0000,1,2.0023
small12,43,2,20,20,0.0000,1,2.0068
small12,44,2,20,20,0.0000,1,2.0086
small12,45,2,20,20,0.0000,1,2.0061
small12,46,2,20,20,0.0000,1,2.0021
small12,47,2,20,20,0.0000,1,2.0060
small12,48,2,20,20,0.0000,1,2.0001
small12,49,2,20,20,0.0000,1,2.0058
small12,50,2,20,20,0.0000,1,2.0283
small13,1,2,21,21,0.0000,1,2.0006
small13,2,2,21,21,0.0000,1,2.0022
small13,3,2,21,21,0.0000,1,2.0022
small13,4,2,21,21,0.0000,1,2.0018
small13,5,2,21,21,0.0000,1,2.0019
small13,6,2,21,21,0.0000,1,2.0005
small13,7,2,21,21,0.0000,1,2.0025
small13,8,2,21,21,0.0000,1,2.0090
small13,9,2,21,21,0.0000,1,2.0039
small13,10,2,21,21,0.0000,1,2.0134
small13,11,2,21,21,0.0000,1,2.0007
small13,12,2,21,21,0.0000,1,2.0021
small13,13,2,21,21,0.0000,1,2.0003
small13,14,2,21,21,0.0000,1,2.0115
small13,15,2,21,21,0.0000,1,2.0123
small13,16,2,21,21,0.0000,1,2.0020
small13,17,2,21,21,0.0000,1,2.0060
small13,18,2,21,21,0.0000,1,2.0040
small13,19,2,21,21,0.0000,1,2.0014
small13,20,2,21,21,0.0000,1,2.0009
small13,21,2,21,21,0.0000,1,2.0101
small13,22,2,21,21,0.0000,1,2.0060
small13,23,2,21,21,0.0000,1,2.0017
small13,24,2,21,21,0.0000,1,2.0038
small13,25,2,21,21,0.0000,1,2.0013
small13,26,2,21,21,0.0000,1,2.0002
small13,27,2,21,21,0.0000,1,2.0008
small13,28,2,21,21,0.0000,1,2.0020
small13,29,2,21,21,0.0000,1,2.0015
small13,30,2,21,21,0.0000,1,2.0004
small13,31,2,21,21,0.0000,1,2.0017
small13,32,2,21,21,0.0000,1,2.0073
small13,33,2,21,21,0.0000,1,2.0064
small13,34,2,21,21,0.0000,1,2.0041
small13,35,2,21,21,0.0000,1,2.0001
small13,36,2,21,21,0.0000,1,2.0067
small13,37,2,21,21,0.0000,1,2.0044
small13,38,2,21,21,0.0000,1,2.0003
small13,39,2,21,21,0.0000,1,2.0020
small13,40,2,21,21,0.0000,1,2.0016
small13,41,2,21,21,0.0000,1,2.0053
small13,42,2,21,21,0.0000,1,2.0027
small13,43,2,21,21,0.0000,1,2.0008
small13,44,2,21,21,0.0000,1,2.0022
small13,45,2,21,21,0.0000,1,2.0021
small13,46,2,21,21,0.0000,1,2.0094
small13,47,2,21,21,0.0000,1,2.0037
small13,48,2,21,21,0.0000,1,2.0010
small13,49,2,21,21,0.0000,1,2.0024
small13,50,2,21,21,0.0000,1,2.0069
small14,1,2,21,21,0.0000,1,2.0043
small14,2,2,21,21,0.0000,1,2.0023
small14,3,2,21,21,0.0000,1,2.0066
small14,4,2,21,21,0.0000,1,2.0063
small14,5,2,21,21,0.0000,1,2.0064
small14,6,2,21,21,0.0000,1,2.0023
small14,7,2,21,21,0.0000,1,2.0101
small14,8,2,21,21,0.0000,1,2.0045
small14,9,2,21,21,0.0000,1,2.0099
small14,10,2,21,21,0.0000,1,2.0028
small14,11,2,21,21,0.0000,1,2.0047
small14,12,2,21,21,0.0000,1,2.0079
small14,13,2,21,21,0.0000,1,2.0000
small14,14,2,21,21,0.0000,1,2.0029
small14,15,2,21,21,0.0000,1,2.0087
small14,16,2,21,21,0.0000,1,2.0048
small14,17,2,21,21,0.0000,1,2.0044
small14,18,2,21,21,0.0000,1,2.0104
small14,19,2,21,21,0.0000,1,2.0004
small14,20,2,21,21,0.0000,1,2.0064
small14,21,2,21,21,0.0000,1,2.0057
small14,22,2,21,21,0.0000,1,2.0011
small14,23,2,21,21,0.0000,1,2.0015
small14,24,2,21,21,0.0000,1,2.0071
small14,25,2,21,21,0.0000,1,2.0050
small14,26,2,21,21,0.0000,1,2.0124
small14,27,2,21,21,0.0000,1,2.0012
small14,28,2,21,21,0.0000,1,2.0021
small14,29,2,21,21,0.0000,1,2.0015
small14,30,2,21,21,0.0000,1,2.0013
small14,31,2,21,21,0.0000,1,2.0125
small14,32,2,21,21,0.0000,1,2.0039
small14,33,2,21,21,0.0000,1,2.0010
small14,34,2,21,21,0.0000,1,2.0077
small14,35,2,21,21,0.0000,1,2.0032
small14,36,2,21,21,0.0000,1,2.0033
small14,37,2,21,21,0.0000,1,2.0001
small14,38,2,21,21,0.0000,1,2.0070
small14,39,2,21,21,0.0000,1,2.0033
small14,40,2,21,21,0.0000,1,2.0023
small14,41,2,21,21,0.0000,1,2.0016
small14,42,2,21,21,0.0000,1,2.0045
small14,43,2,21,21,0.0000,1,2.0042
small14,44,2,21,21,0.0000,1,2.0060
small14,45,2,21,21,0.0000,1,2.0058
small14,46,2,21,21,0.0000,1,2.0015
small14,47,2,21,21,0.0000,1,2.0062
small14,48,2,21,21,0.0000,1,2.0003
small14,49,2,21,21,0.0000,1,2.0013
small14,50,2,21,21,0.0000,1,2.0013
small15,1,2,21,21,0.0000,1,2.0012
small15,2,2,21,21,0.0000,1,2.0096
small15,3,2,21,21,0.0000,1,2.0017
small15,4,2,21,21,0.0000,1,2.0063
small15,5,2,21,21,0.0000,1,2.0072
small15,6,2,21,21,0.0000,1,2.0080
small15,7,2,21,21,0.0000,1,2.0032
small15,8,2,21,21,0.0000,1,2.0058
small15,9,2,21,21,0.0000,1,2.0003
small15,10,2,21,21,0.0000,1,2.0109
small15,11,2,21,21,0.0000,1,2.0013
small15,12,2,21,21,0.0000,1,2.0032
small15,13,2,21,21,0.0000,1,2.0017
small15,14,2,21,21,0.0000,1,2.0017
small15,15,2,21,21,0.0000,1,2.0019
small15,16,2,21,21,0.0000,1,2.0031
small15,17,2,21,21,0.0000,1,2.0076
small15,18,2,21,21,0.0000,1,2.0002
small15,19,2,21,21,0.0000,1,2.0095
small15,20,2,21,21,0.0000,1,2.0022
small15,21,2,21,21,0.0000,1,2.0011
small15,22,2,21,21,0.0000,1,2.0108
small15,23,2,21,21,0.0000,1,2.0018
small15,24,2,21,21,0.0000,1,2.0032
small15,25,2,21,21,0.0000,1,2.0030
small15,26,2,21,21,0.0000,1,2.0105
small15,27,2,21,21,0.0000,1,2.0027
small15,28,2,21,21,0.0000,1,2.0042
small15,29,2,21,21,0.0000,1,2.0036
small15,30,2,21,21,0.0000,1,2.0012
small15,31,2,21,21,0.0000,1,2.0005
small15,32,2,21,21,0.0000,1,2.0015
small15,33,2,21,21,0.0000,1,2.0055
small15,34,2,21,21,0.0000,1,2.0028
small15,35,2,21,21,0.0000,1,2.0042
small15,36,2,21,21,0.0000,1,2.0062
small15,37,2,21,21,0.0000,1,2.0001
small15,38,2,21,21,0.0000,1,2.0046
small15,39,2,21,21,0.0000,1,2.0034
small15,40,2,21,21,0.0000,1,2.0008
small15,41,2,21,21,0.0000,1,2.0019
small15,42,2,21,21,0.0000,1,2.0047
small15,43,2,21,21,0.0000,1,2.0087
small15,44,2,21,21,0.0000,1,2.0007
small15,45,2,21,21,0.0000,1,2.0033
small15,46,2,21,21,0.0000,1,2.0027
small15,47,2,21,21,0.0000,1,2.0054
small15,48,2,21,21,0.0000,1,2.0010
small15,49,2,21,21,0.0000,1,2.0019
small15,50,2,21,21,0.0000,1,2.0004
small16,1,2,20,20,0.0000,1,2.0021
small16,2,2,20,20,0.0000,1,2.0024
small16,3,2,20,20,0.0000,1,2.0031
small16,4,2,20,20,0.0000,1,2.0036
small16,5,2,20,20,0.0000,1,2.0005
small16,6,2,20,20,0.0000,1,2.0025
small16,7,2,20,20,0.0000,1,2.0036
small16,8,2,20,20,0.0000,1,2.0050
small16,9,2,20,20,0.0000,1,2.0084
small16,10,2,20,20,0.0000,1,2.0010
small16,11,2,20,20,0.0000,1,2.0006
small16,12,2,20,20,0.0000,1,2.0025
small16,13,2,20,20,0.0000,1,2.0013
small16,14,2,20,20,0.0000,1,2.0005
small16,15,2,20,20,0.0000,1,2.0006
small16,16,2,20,20,0.0000,1,2.0061
small16,17,2,20,20,0.0000,1,2.0034
small16,18,2,20,20,0.0000,1,2.0031
small16,19,2,20,20,0.0000,1,2.0015
small16,20,2,20,20,0.0000,1,2.0036
small16,21,2,20,20,0.0000,1,2.0405
small16,22,2,20,20,0.0000,1,2.0026
small16,23,2,20,20,0.0000,1,2.0070
small16,24,2,20,20,0.0000,1,2.0369
small16,25,2,20,20,0.0000,1,2.0318
small16,26,2,20,20,0.0000,1,2.0040
small16,27,2,20,20,0.0000,1,2.0047
small16,28,2,20,20,0.0000,1,2.0562
small16,29,2,20,20,0.0000,1,2.0071
small16,30,2,20,20,0.0000,1,2.0075
small16,31,2,20,20,0.0000,1,2.0154
small16,32,2,20,20,0.0000,1,2.0009
small16,33,2,20,20,0.0000,1,2.0065
small16,34,2,20,20,0.0000,1,2.0136
small16,35,2,20,20,0.0000,1,2.0115
small16,36,2,20,20,0.0000,1,2.0031
small16,37,2,20,20,0.0000,1,2.0001
small16,38,2,20,20,0.0000,1,2.0041
small16,39,2,20,20,0.0000,1,2.0026
small16,40,2,20,20,0.0000,1,2.0031
small16,41,2,20,20,0.0000,1,2.0008
small16,42,2,20,20,0.0000,1,2.0021
small16,43,2,20,20,0.0000,1,2.0037
small16,44,2,20,20,0.0000,1,2.0019
small16,45,2,20,20,0.0000,1,2.0041
small16,46,2,20,20,0.0000,1,2.0047
small16,47,2,20,20,0.0000,1,2.0087
small16,48,2,20,20,0.0000,1,2.0070
small16,49,2,20,20,0.0000,1,2.0071
small16,50,2,20,20,0.0000,1,2.0031
small17,1,2,14,14,0.0000,1,2.0027
small17,2,2,14,14,0.0000,1,2.0033
small17,3,2,14,14,0.0000,1,2.0031
small17,4,2,14,14,0.0000,1,2.0421
small17,5,2,14,14,0.0000,1,2.0009
small17,6,2,14,14,0.0000,1,2.0052
small17,7,2,14,14,0.0000,1,2.0068
small17,8,2,14,14,0.0000,1,2.0006
small17,9,2,14,14,0.0000,1,2.0011
small17,10,2,14,14,0.0000,1,2.0012
small17,11,2,14,14,0.0000,1,2.0008
small17,12,2,14,14,0.0000,1,2.0033
small17,13,2,14,14,0.0000,1,2.0052
small17,14,2,14,14,0.0000,1,2.0010
small17,15,2,14,14,0.0000,1,2.0029
small17,16,2,14,14,0.0000,1,2.0001
small17,17,2,14,14,0.0000,1,2.0457
small17,18,2,14,14,0.0000,1,2.0004
small17,19,2,14,14,0.0000,1,2.0373
small17,20,2,14,14,0.0000,1,2.0039
small17,21,2,14,14,0.0000,1,2.0010
small17,22,2,14,14,0.0000,1,2.0020
small17,23,2,14,14,0.0000,1,2.0013
small17,24,2,14,14,0.0000,1,2.0030
small17,25,2,14,14,0.0000,1,2.0015
small17,26,2,14,14,0.0000,1,2.0023
small17,27,2,14,14,0.0000,1,2.0037
small17,28,2,14,14,0.0000,1,2.0032
small17,29,2,14,14,0.0000,1,2.0044
small17,30,2,14,14,0.0000,1,2.0035
small17,31,2,14,14,0.0000,1,2.0017
small17,32,2,14,14,0.0000,1,2.0001
small17,33,2,14,14,0.0000,1,2.0019
small17,34,2,14,14,0.0000,1,2.0020
small17,35,2,14,14,0.0000,1,2.0008
small17,36,2,14,14,0.0000,1,2.0016
small17,37,2,14,14,0.0000,1,2.0017
small17,38,2,14,14,0.0000,1,2.0004
small17,39,2,14,14,0.0000,1,2.0069
small17,40,2,14,14,0.0000,1,2.0036
small17,41,2,14,14,0.0000,1,2.0043
small17,42,2,14,14,0.0000,1,2.0016
small17,43,2,14,14,0.0000,1,2.0070
small17,44,2,14,14,0.0000,1,2.0007
small17,45,2,14,14,0.0000,1,2.0032
small17,46,2,14,14,0.0000,1,2.0035
small17,47,2,14,14,0.0000,1,2.0063
small17,48,2,14,14,0.0000,1,2.0012
small17,49,2,14,14,0.0000,1,2.0120
small17,50,2,14,14,0.0000,1,2.0058
small18,1,2,158,158,0.0000,1,2.0155
small18,2,2,158,158,0.0000,1,2.0021
small18,3,2,158,158,0.0000,1,2.0085
small18,4,2,158,158,0.0000,1,2.0047
small18,5,2,158,158,0.0000,1,2.0013
small18,6,2,158,158,0.0000,1,2.0082
small18,7,2,158,158,0.0000,1,2.0087
small18,8,2,158,158,0.0000,1,2.0078
small18,9,2,158,158,0.0000,1,2.0043
small18,10,2,158,158,0.0000,1,2.0098
small18,11,2,158,158,0.0000,1,2.0024
small18,12,2,158,158,0.0000,1,2.0069
small18,13,2,158,158,0.0000,1,2.0177
small18,14,2,158,158,0.0000,1,2.0014
small18,15,2,158,158,0.0000,1,2.0049
small18,16,2,158,158,0.0000,1,2.0138
small18,17,2,158,158,0.0000,1,2.0016
small18,18,2,158,158,0.0000,1,2.0037
small18,19,2,158,158,0.0000,1,2.0111
small18,20,2,158,158,0.0000,1,2.0075
small18,21,2,158,158,0.0000,1,2.0026
small18,22,2,158,158,0.0000,1,2.0212
small18,23,2,158,158,0.0000,1,2.0089
small18,24,2,158,158,0.0000,1,2.0013
small18,25,2,158,158,0.0000,1,2.0086
small18,26,2,158,158,0.0000,1,2.0022
small18,27,2,158,158,0.0000,1,2.0096
small18,28,2,158,158,0.0000,1,2.0206
small18,29,2,158,158,0.0000,1,2.0036
small18,30,2,158,158,0.0000,1,2.0139
small18,31,2,158,158,0.0000,1,2.0118
small18,32,2,158,158,0.0000,1,2.0062
small18,33,2,158,158,0.0000,1,2.0074
small18,34,2,158,158,0.0000,1,2.0055
small18,35,2,158,158,0.0000,1,2.0178
small18,36,2,158,158,0.0000,1,2.0085
small18,37,2,158,158,0.0000,1,2.0013
small18,38,2,158,158,0.0000,1,2.0033
small18,39,2,158,158,0.0000,1,2.0091
small18,40,2,158,158,0.0000,1,2.0042
small18,41,2,158,158,0.0000,1,2.0017
small18,42,2,158,158,0.0000,1,2.0061
small18,43,2,158,158,0.0000,1,2.0048
small18,44,2,158,158,0.0000,1,2.0065
small18,45,2,158,158,0.0000,1,2.0180
small18,46,2,158,158,0.0000,1,2.0076
small18,47,2,158,158,0.0000,1,2.0028
small18,48,2,158,158,0.0000,1,2.0168
small18,49,2,158,158,0.0000,1,2.0046
small18,50,2,158,158,0.0000,1,2.0059
small2,1,2,20,20,0.0000,1,2.0099
small2,2,2,20,20,0.0000,1,2.0055
small2,3,2,20,20,0.0000,1,2.0029
small2,4,2,20,20,0.0000,1,2.0051
small2,5,2,20,20,0.0000,1,2.0063
small2,6,2,20,20,0.0000,1,2.0052
small2,7,2,20,20,0.0000,1,2.0105
small2,8,2,20,20,0.0000,1,2.0055
small2,9,2,20,20,0.0000,1,2.0013
small2,10,2,20,20,0.0000,1,2.0027
small2,11,2,20,20,0.0000,1,2.0062
small2,12,2,20,20,0.0000,1,2.0030
small2,13,2,20,20,0.0000,1,2.0074
small2,14,2,20,20,0.0000,1,2.0073
small2,15,2,20,20,0.0000,1,2.0039
small2,16,2,20,20,0.0000,1,2.0061
small2,17,2,20,20,0.0000,1,2.0062
small2,18,2,20,20,0.0000,1,2.0081
small2,19,2,20,20,0.0000,1,2.0018
small2,20,2,20,20,0.0000,1,2.0002
small2,21,2,20,20,0.0000,1,2.0047
small2,22,2,20,20,0.0000,1,2.0083
small2,23,2,20,20,0.0000,1,2.0021
small2,24,2,20,20,0.0000,1,2.0141
small2,25,2,20,20,0.0000,1,2.0048
small2,26,2,20,20,0.0000,1,2.0006
small2,27,2,20,20,0.0000,1,2.0035
small2,28,2,20,20,0.0000,1,2.0015
small2,29,2,20,20,0.0000,1,2.0035
small2,30,2,20,20,0.0000,1,2.0029
small2,31,2,20,20,0.0000,1,2.0041
small2,32,2,20,20,0.0000,1,2.0035
small2,33,2,20,20,0.0000,1,2.0017
small2,34,2,20,20,0.0000,1,2.0012
small2,35,2,20,20,0.0000,1,2.0035
small2,36,2,20,20,0.0000,1,2.0069
small2,37,2,20,20,0.0000,1,2.0062
small2,38,2,20,20,0.0000,1,2.0050
small2,39,2,20,20,0.0000,1,2.0015
small2,40,2,20,20,0.0000,1,2.0082
small2,41,2,20,20,0.0000,1,2.0062
small2,42,2,20,20,0.0000,1,2.0068
small2,43,2,20,20,0.0000,1,2.0051
small2,44,2,20,20,0.0000,1,2.0087
small2,45,2,20,20,0.0000,1,2.0060
small2,46,2,20,20,0.0000,1,2.0067
small2,47,2,20,20,0.0000,1,2.0102
small2,48,2,20,20,0.0000,1,2.0066
small2,49,2,20,20,0.0000,1,2.0028
small2,50,2,20,20,0.0000,1,2.0048
small3,1,2,20,20,0.0000,1,2.0065
small3,2,2,20,20,0.0000,1,2.0039
small3,3,2,20,20,0.0000,1,2.0053
small3,4,2,20,20,0.0000,1,2.0057
small3,5,2,20,20,0.0000,1,2.0053
small3,6,2,20,20,0.0000,1,2.0009
small3,7,2,20,20,0.0000,1,2.0014
small3,8,2,20,20,0.0000,1,2.0095
small3,9,2,20,20,0.0000,1,2.0110
small3,10,2,20,20,0.0000,1,2.0031
small3,11,2,20,20,0.0000,1,2.0023
small3,12,2,20,20,0.0000,1,2.0073
small3,13,2,20,20,0.0000,1,2.0026
small3,14,2,20,20,0.0000,1,2.0006
small3,15,2,20,20,0.0000,1,2.0036
small3,16,2,20,20,0.0000,1,2.0072
small3,17,2,20,20,0.0000,1,2.0012
small3,18,2,20,20,0.0000,1,2.0051
small3,19,2,20,20,0.0000,1,2.0057
small3,20,2,20,20,0.0000,1,2.0132
small3,21,2,20,20,0.0000,1,2.0042
small3,22,2,20,20,0.0000,1,2.0087
small3,23,2,20,20,0.0000,1,2.0164
small3,24,2,20,20,0.0000,1,2.0081
